customer_id,customer_name,customer_type,revenue,orders_count,signup_date
943,Enterprise Customer 943,Enterprise,26801.13,33,2023-03-03
944,Enterprise Customer 944,Enterprise,40642.98,19,2023-03-06
945,Enterprise Customer 945,Enterprise,27366.82,15,2023-03-09
946,Enterprise Customer 946,Enterprise,13230.44,12,2023-03-12
947,Enterprise Customer 947,Enterprise,27450.13,44,2023-03-15
948,Enterprise Customer 948,Enterprise,23877.35,35,2023-03-18
949,Enterprise Customer 949,Enterprise,32992.03,25,2023-03-21
950,Enterprise Customer 950,Enterprise,7423.17,10,2023-03-24
951,Enterprise Customer 951,Enterprise,32276.97,15,2023-03-27
952,Enterprise Customer 952,Enterprise,23926.04,46,2023-03-30
953,Enterprise Customer 953,Enterprise,39951.6,27,2023-04-02
954,Enterprise Customer 954,Enterprise,16349.05,12,2023-04-05
955,Enterprise Customer 955,Enterprise,27397.54,18,2023-04-08
956,Enterprise Customer 956,Enterprise,38774.98,11,2023-04-11
957,Enterprise Customer 957,Enterprise,7253.28,13,2023-04-14
958,Enterprise Customer 958,Enterprise,38972.59,13,2023-04-17
959,Enterprise Customer 959,Enterprise,29497.57,37,2023-04-20
960,Enterprise Customer 960,Enterprise,5935.72,49,2023-04-23
961,Enterprise Customer 961,Enterprise,14794.52,40,2023-04-26
962,Enterprise Customer 962,Enterprise,30268.45,22,2023-04-29
963,Enterprise Customer 963,Enterprise,5917.23,32,2023-05-02
964,Enterprise Customer 964,Enterprise,25480.39,41,2023-05-05
965,Enterprise Customer 965,Enterprise,16501.46,43,2023-05-08
966,Enterprise Customer 966,Enterprise,26952.7,31,2023-05-11
967,Enterprise Customer 967,Enterprise,5096.11,22,2023-05-14
968,Enterprise Customer 968,Enterprise,36476.31,13,2023-05-17
969,Enterprise Customer 969,Enterprise,40350.49,26,2023-05-20
970,Enterprise Customer 970,Enterprise,40175.27,39,2023-05-23
971,Enterprise Customer 971,Enterprise,31844.68,14,2023-05-26
972,Enterprise Customer 972,Enterprise,8301.19,27,2023-05-29
973,Enterprise Customer 973,Enterprise,32171.91,35,2023-06-01
974,Enterprise Customer 974,Enterprise,4292.21,27,2023-06-04
975,Enterprise Customer 975,Enterprise,4198.6,38,2023-06-07
976,Enterprise Customer 976,Enterprise,15655.1,21,2023-06-10
977,Enterprise Customer 977,Enterprise,21926.35,13,2023-06-13
978,Enterprise Customer 978,Enterprise,32633.39,29,2023-06-16
979,Enterprise Customer 979,Enterprise,29323.13,15,2023-06-19
980,Enterprise Customer 980,Enterprise,20302.21,25,2023-06-22
981,Enterprise Customer 981,Enterprise,13755.72,26,2023-06-25
982,Enterprise Customer 982,Enterprise,41248.64,26,2023-06-28
983,Enterprise Customer 983,Enterprise,19552.8,38,2023-07-01
984,Enterprise Customer 984,Enterprise,20510.62,16,2023-07-04
985,Enterprise Customer 985,Enterprise,9575.61,29,2023-07-07
986,Enterprise Customer 986,Enterprise,33560.67,43,2023-07-10
987,Enterprise Customer 987,Enterprise,29717.83,16,2023-07-13
988,Enterprise Customer 988,Enterprise,11747.15,25,2023-07-16
989,Enterprise Customer 989,Enterprise,6488.39,38,2023-07-19
990,Enterprise Customer 990,Enterprise,29216.88,36,2023-07-22
991,Enterprise Customer 991,Enterprise,28229.33,10,2023-07-25
992,Enterprise Customer 992,Enterprise,13741.77,38,2023-07-28
993,Enterprise Customer 993,Enterprise,39490.72,40,2023-07-31
994,Enterprise Customer 994,Enterprise,9098.11,38,2023-08-03
995,Enterprise Customer 995,Enterprise,19786.63,28,2023-08-06
996,Enterprise Customer 996,Enterprise,39215.31,23,2023-08-09
997,Enterprise Customer 997,Enterprise,19307.55,26,2023-08-12
998,Enterprise Customer 998,Enterprise,27621.89,31,2023-08-15
999,Enterprise Customer 999,Enterprise,18466.5,49,2023-08-18
1000,Enterprise Customer 1000,Enterprise,13778.09,45,2023-08-21
