metric_id,timestamp,date,hour,revenue,transaction_count,signup_count,active_users,is_anomaly,anomaly_type
664,2024-01-28 15:00:00,2024-01-28,15,0.0,0,33,2040,true,Payment Gateway Outage
665,2024-01-28 16:00:00,2024-01-28,16,25542.14,292,35,1888,false,Normal
666,2024-01-28 17:00:00,2024-01-28,17,23210.97,339,30,1885,false,Normal
667,2024-01-28 18:00:00,2024-01-28,18,22902.19,304,33,1782,false,Normal
668,2024-01-28 19:00:00,2024-01-28,19,20806.7,300,29,1615,false,Normal
669,2024-01-28 20:00:00,2024-01-28,20,19191.82,244,29,1605,false,Normal
670,2024-01-28 21:00:00,2024-01-28,21,19280.07,237,27,1278,false,Normal
671,2024-01-28 22:00:00,2024-01-28,22,16351.99,213,18,1360,false,Normal
672,2024-01-28 23:00:00,2024-01-28,23,15679.97,226,24,1295,false,Normal
673,2024-01-29 00:00:00,2024-01-29,0,15918.0,198,13,1041,false,Normal
674,2024-01-29 01:00:00,2024-01-29,1,14400.84,202,16,1008,false,Normal
675,2024-01-29 02:00:00,2024-01-29,2,14886.18,161,17,1036,false,Normal
676,2024-01-29 03:00:00,2024-01-29,3,15053.59,185,22,937,false,Normal
677,2024-01-29 04:00:00,2024-01-29,4,13209.24,200,20,932,false,Normal
678,2024-01-29 05:00:00,2024-01-29,5,15043.39,193,17,1248,false,Normal
679,2024-01-29 06:00:00,2024-01-29,6,15107.29,232,26,1239,false,Normal
680,2024-01-29 07:00:00,2024-01-29,7,18663.28,222,25,1297,false,Normal
681,2024-01-29 08:00:00,2024-01-29,8,20743.57,273,25,1394,false,Normal
682,2024-01-29 09:00:00,2024-01-29,9,21717.35,273,28,1612,false,Normal
683,2024-01-29 10:00:00,2024-01-29,10,22555.68,293,23,1748,false,Normal
684,2024-01-29 11:00:00,2024-01-29,11,24409.98,322,29,1780,false,Normal
685,2024-01-29 12:00:00,2024-01-29,12,23924.99,339,28,2055,false,Normal
686,2024-01-29 13:00:00,2024-01-29,13,24297.35,332,38,1954,false,Normal
687,2024-01-29 14:00:00,2024-01-29,14,24732.56,321,30,2143,false,Normal
688,2024-01-29 15:00:00,2024-01-29,15,25248.66,346,33,1753,false,Normal
689,2024-01-29 16:00:00,2024-01-29,16,26125.81,303,32,1882,false,Normal
690,2024-01-29 17:00:00,2024-01-29,17,23942.36,304,29,1846,false,Normal
691,2024-01-29 18:00:00,2024-01-29,18,22971.95,295,28,1618,false,Normal
692,2024-01-29 19:00:00,2024-01-29,19,19541.36,259,26,1676,false,Normal
693,2024-01-29 20:00:00,2024-01-29,20,18776.19,275,29,1484,false,Normal
694,2024-01-29 21:00:00,2024-01-29,21,18969.08,230,17,1476,false,Normal
695,2024-01-29 22:00:00,2024-01-29,22,16091.92,242,19,1081,false,Normal
696,2024-01-29 23:00:00,2024-01-29,23,15772.78,175,22,1048,false,Normal
697,2024-01-30 00:00:00,2024-01-30,0,14524.58,212,16,1129,false,Normal
698,2024-01-30 01:00:00,2024-01-30,1,14966.73,171,18,1100,false,Normal
699,2024-01-30 02:00:00,2024-01-30,2,13962.6,195,22,1074,false,Normal
700,2024-01-30 03:00:00,2024-01-30,3,14889.79,200,16,1024,false,Normal
701,2024-01-30 04:00:00,2024-01-30,4,13997.8,185,17,1122,false,Normal
702,2024-01-30 05:00:00,2024-01-30,5,15350.79,217,12,1272,false,Normal
703,2024-01-30 06:00:00,2024-01-30,6,16268.22,189,23,1310,false,Normal
704,2024-01-30 07:00:00,2024-01-30,7,18551.94,268,23,1363,false,Normal
705,2024-01-30 08:00:00,2024-01-30,8,19589.18,243,23,1592,false,Normal
706,2024-01-30 09:00:00,2024-01-30,9,21217.58,271,28,1706,false,Normal
707,2024-01-30 10:00:00,2024-01-30,10,21805.99,298,32,1829,false,Normal
708,2024-01-30 11:00:00,2024-01-30,11,21428.29,300,35,1776,false,Normal
709,2024-01-30 12:00:00,2024-01-30,12,24261.49,354,34,1952,false,Normal
710,2024-01-30 13:00:00,2024-01-30,13,25011.43,337,34,2072,false,Normal
711,2024-01-30 14:00:00,2024-01-30,14,23922.99,338,34,2037,false,Normal
712,2024-01-30 15:00:00,2024-01-30,15,24957.56,330,38,2048,false,Normal
713,2024-01-30 16:00:00,2024-01-30,16,24443.83,335,38,1948,false,Normal
714,2024-01-30 17:00:00,2024-01-30,17,23751.49,302,33,1854,false,Normal
715,2024-01-30 18:00:00,2024-01-30,18,21294.99,335,29,1812,false,Normal
716,2024-01-30 19:00:00,2024-01-30,19,20222.1,306,30,1537,false,Normal
717,2024-01-30 20:00:00,2024-01-30,20,18945.45,236,24,1667,false,Normal
718,2024-01-30 21:00:00,2024-01-30,21,16126.69,206,21,1342,false,Normal
719,2024-01-30 22:00:00,2024-01-30,22,16781.13,200,24,1245,false,Normal
720,2024-01-30 23:00:00,2024-01-30,23,14451.8,210,20,1139,false,Normal
